31.0 28.89 27.05 25.45 24.08 22.94 22.04 21.38 20.96 20.77 20.73	18.0 15.73 13.75 11.88 10.04 8.16 6.23 4.3 2.41 0.6 0.0	18.19 15.82 14.94 14.69 15.04 15.43 15.46 15.14 14.45 10.82	1.25	0
23.0 22.6 22.41 22.36	4.0 2.33 0.76 0.0	13.32 12.54 10.12	0.375	0
45.0 44.21 43.61 43.22 43.03 42.98	7.0 5.58 4.02 2.28 0.73 0.0	11.33 12.52 13.9 12.37 9.15	0.625	0
24.0 20.83 18.05 15.62 13.52 11.76 10.35 9.29 8.57 8.17 8.04	27.0 23.71 20.77 18.09 15.45 12.7 9.87 7.06 4.43 2.03 0.0	26.34 23.52 21.45 21.12 21.97 22.6 22.52 21.04 19.17 16.97	1.25	0
21.0 18.9 17.09 15.59 14.4 13.53 12.97 12.7 12.63	18.0 15.67 13.27 10.76 8.22 5.7 3.26 1.06 0.0	18.68 19.21 20.08 20.34 20.17 19.55 17.59 14.87	1.0	0
37.0 34.89 33.03 31.4 29.99 28.81 27.85 27.1 26.54 26.15 25.92 25.82 25.8	18.0 15.82 13.93 12.15 10.33 8.54 6.83 5.22 3.74 2.42 1.28 0.34 0.0	17.48 15.13 14.27 14.53 14.31 13.68 12.86 11.83 10.59 9.14 7.51 5.77	1.5	0
28.0 27.7 27.54 27.49	3.0 1.77 0.74 0.0	9.82 8.26 6.6	0.375	0
34.0 31.89 30.04 28.43 27.05 25.89 24.95 24.22 23.69 23.35 23.19 23.15	18.0 15.76 13.82 11.98 10.14 8.36 6.66 5.06 3.48 1.97 0.57 0.0	17.89 15.54 14.71 14.71 14.26 13.61 12.82 12.64 12.1 11.16 8.97	1.375	0
47.0 45.44 44.02 42.76 41.67 40.76 40.05 39.55 39.24 39.11 39.08	13.0 11.96 10.76 9.44 8.01 6.47 4.82 3.18 1.7 0.45 0.0	8.33 9.57 10.58 11.46 12.3 13.18 13.14 11.87 9.96 7.34	1.25	0
37.0 33.55 30.46 27.74 25.35 23.27 21.46 19.92 18.66 17.68 16.99 16.59 16.45 16.44	29.0 26.17 23.2 20.37 17.79 15.5 13.45 11.25 8.97 6.66 4.35 2.1 0.17 0.0	22.66 23.79 22.6 20.62 18.35 16.37 17.57 18.22 18.51 18.51 17.98 15.4 12.11	1.625	0
42.0 38.78 35.88 33.3 31.03 29.04 27.3 25.8 24.53 23.48 22.66 22.07 21.7 21.55 21.53	27.0 24.51 21.91 19.34 16.95 14.81 12.96 11.1 9.29 7.49 5.65 3.82 2.04 0.37 0.0	19.93 20.82 20.58 19.13 17.12 14.81 14.87 14.52 14.41 14.69 14.63 14.21 13.4 9.71	1.75	0
35.0 32.05 29.45 27.17 25.18 23.44 21.95 20.71 19.74 19.04 18.61 18.43 18.4	25.0 22.16 19.47 17.01 14.83 12.96 10.94 8.83 6.67 4.5 2.37 0.47 0.0	22.73 21.54 19.7 17.46 14.99 16.12 16.91 17.29 17.32 17.07 15.21 11.82	1.5	0
20.0 16.47 13.37 10.66 8.33 6.38 4.82 3.65 2.85 2.39 2.22 2.21	30.0 26.42 23.16 20.15 17.16 14.09 10.9 7.78 4.97 2.44 0.2 0.0	28.66 26.11 24.09 23.93 24.56 25.51 24.92 22.49 20.27 17.92 15.21	1.375	0
28.0 25.78 23.84 22.16 20.74 19.59 18.71 18.11 17.78 17.68	19.0 16.57 14.44 12.45 10.33 8.13 5.9 3.68 1.55 0.0	19.41 17.01 15.92 16.99 17.59 17.81 17.74 17.06 14.16	1.125	0
29.0 28.35 27.88 27.58 27.42 27.37	6.0 4.45 3.05 1.82 0.78 0.0	12.37 11.23 9.88 8.33 6.67	0.625	0
28.0 27.93 27.92	1.0 0.11 0.0	7.08 5.32	0.25	0
21.0 20.01 19.29 18.83 18.63 18.59	9.0 6.86 4.71 2.59 0.66 0.0	17.14 17.21 16.98 15.47 12.12	0.625	0
46.0 43.87 41.95 40.22 38.68 37.34 36.2 35.27 34.55 34.02 33.66 33.46 33.39 33.39	18.0 16.15 14.52 13.08 11.55 9.95 8.29 6.59 5.0 3.52 2.17 1.0 0.05 0.0	14.8 13.0 11.53 12.28 12.84 13.26 13.57 12.72 11.87 10.83 9.4 7.6 5.55	1.625	0
27.0 26.23 25.65 25.25 25.0 24.89 24.86	7.0 5.38 3.89 2.55 1.39 0.43 0.0	12.96 11.95 10.73 9.3 7.69 6.19	0.75	0
49.0 45.99 43.23 40.75 38.54 36.59 34.87 33.36 32.07 31.0 30.14 29.49 29.02 28.72 28.56 28.51	25.0 23.11 21.0 18.74 16.54 14.62 12.94 11.2 9.42 7.67 6.01 4.46 3.06 1.82 0.77 0.0	15.1 16.91 18.05 17.6 15.39 13.47 13.9 14.21 14.02 13.3 12.37 11.23 9.89 8.38 6.71	1.875	0
38.0 35.65 33.58 31.76 30.17 28.81 27.68 26.76 26.05 25.53 25.18 24.98 24.9 24.89	20.0 17.61 15.45 13.59 11.78 9.95 8.18 6.49 4.91 3.46 2.17 1.07 0.17 0.0	19.12 17.27 14.84 14.48 14.67 14.2 13.53 12.66 11.6 10.31 8.82 7.19 5.62	1.625	0
31.0 28.89 27.05 25.45 24.08 22.94 22.04 21.38 20.96 20.77 20.73	18.0 15.73 13.75 11.88 10.04 8.16 6.23 4.3 2.41 0.6 0.0	18.19 15.82 14.94 14.69 15.04 15.43 15.46 15.14 14.45 10.82	1.25	0
42.0 41.1 40.39 39.89 39.59 39.46 39.43	8.0 6.47 4.83 3.17 1.67 0.42 0.0	12.2 13.1 13.25 11.97 10.01 7.33	0.75	0
49.0 47.93 46.98 46.18 45.54 45.08 44.83 44.76	9.0 8.12 7.05 5.82 4.43 2.86 1.09 0.0	7.03 8.53 9.86 11.15 12.56 14.19 11.04	0.875	0
34.0 31.06 28.47 26.2 24.22 22.5 21.03 19.83 18.9 18.25 17.88 17.76 17.76	25.0 22.1 19.39 16.92 14.74 12.79 10.69 8.51 6.29 4.07 1.89 0.05 0.0	23.2 21.65 19.73 17.4 15.63 16.8 17.47 17.76 17.74 17.44 14.69 11.25	1.5	0
44.0 43.61 43.42 43.38	4.0 2.28 0.71 0.0	13.76 12.58 9.24	0.375	0
49.0 47.07 45.27 43.61 42.11 40.79 39.65 38.7 37.96 37.42 37.07 36.89 36.84	16.0 14.88 13.85 12.64 11.31 9.88 8.37 6.79 5.12 3.54 2.09 0.84 0.0	8.93 8.24 9.64 10.68 11.46 12.05 12.63 13.37 12.67 11.57 9.96 7.83	1.5	0
32.0 31.35 30.88 30.58 30.42 30.37	6.0 4.45 3.05 1.8 0.74 0.0	12.37 11.23 9.96 8.51 6.79	0.625	0
50.0 47.84 45.86 44.04 42.38 40.89 39.58 38.46 37.54 36.82 36.3 35.96 35.79 35.74	18.0 16.59 15.15 13.95 12.65 11.23 9.73 8.16 6.55 4.92 3.38 1.98 0.78 0.0	11.27 11.52 9.62 10.43 11.33 12.01 12.52 12.91 13.04 12.3 11.17 9.57 7.52	1.625	0
35.0 32.89 31.04 29.42 28.03 26.87 25.92 25.18 24.63 24.26 24.06 24.0	18.0 15.78 13.85 12.03 10.19 8.41 6.71 5.11 3.64 2.26 0.99 0.0	17.77 15.42 14.58 14.72 14.27 13.63 12.79 11.75 11.01 10.13 8.81	1.375	0
50.0 47.84 45.86 44.04 42.38 40.89 39.58 38.46 37.54 36.82 36.3 35.96 35.79 35.74	18.0 16.59 15.15 13.95 12.65 11.23 9.73 8.16 6.55 4.92 3.38 1.98 0.78 0.0	11.27 11.52 9.62 10.43 11.33 12.01 12.52 12.91 13.04 12.3 11.17 9.57 7.52	1.625	0
34.0 30.81 27.99 25.51 23.35 21.47 19.85 18.51 17.46 16.71 16.25 16.06 16.03	27.0 24.03 21.13 18.48 16.1 14.04 11.84 9.55 7.21 4.87 2.56 0.54 0.0	23.8 23.21 21.23 19.03 16.45 17.62 18.33 18.69 18.75 18.5 16.13 12.98	1.5	0
46.0 45.21 44.59 44.17 43.96 43.91	7.0 5.67 4.18 2.51 0.86 0.0	10.68 11.91 13.32 13.2 9.92	0.625	0
43.0 42.73 42.64 42.64	3.0 1.36 0.04 0.0	13.08 10.58 6.63	0.375	0
27.0 24.78 22.84 21.16 19.75 18.62 17.78 17.22 16.94 16.86	19.0 16.57 14.44 12.36 10.16 7.89 5.6 3.33 1.22 0.0	19.47 17.03 16.68 17.63 18.14 18.31 18.19 16.85 13.89	1.125	0
48.0 44.38 41.04 38.0 35.28 32.87 30.76 28.91 27.3 25.92 24.77 23.84 23.12 22.62 22.33 22.24	30.0 27.93 25.58 23.07 20.49 18.02 15.77 13.81 11.96 10.12 8.34 6.61 4.87 3.15 1.5 0.0	16.54 18.79 20.07 20.65 19.74 18.04 15.69 14.82 14.71 14.25 13.82 13.95 13.74 13.17 12.01	1.875	0
20.0 19.38 19.02 18.9 18.9	6.0 3.88 1.81 0.04 0.0	16.94 16.6 14.16 10.61	0.5	0
45.0 43.33 41.82 40.48 39.33 38.37 37.61 37.06 36.7 36.5 36.44	14.0 12.77 11.42 9.97 8.45 6.87 5.21 3.63 2.19 0.94 0.0	9.82 10.83 11.6 12.18 12.66 13.31 12.62 11.55 10.01 7.96	1.25	0
49.0 47.17 45.46 43.89 42.47 41.22 40.15 39.28 38.61 38.14 37.86 37.74 37.72	15.0 14.21 13.19 12.0 10.69 9.28 7.78 6.19 4.52 2.95 1.55 0.38 0.0	6.29 8.16 9.51 10.52 11.28 11.99 12.75 13.4 12.55 11.23 9.36 6.92	1.5	0
34.0 33.35 32.88 32.58 32.43 32.39	6.0 4.45 3.03 1.75 0.66 0.0	12.37 11.37 10.21 8.68 6.83	0.625	0
42.0 40.84 39.87 39.1 38.53 38.16 37.96 37.9	10.0 8.55 7.01 5.37 3.73 2.23 0.93 0.0	11.56 12.32 13.11 13.08 12.01 10.42 8.23	0.875	0
25.0 22.9 21.07 19.51 18.23 17.24 16.55 16.14 16.0 15.99	18.0 15.68 13.6 11.37 9.06 6.72 4.38 2.12 0.18 0.0	18.57 16.65 17.84 18.46 18.74 18.75 18.09 15.55 12.32	1.125	0
41.0 38.52 36.33 34.41 32.72 31.25 30.0 28.98 28.17 27.55 27.11 26.84 26.7 26.66	21.0 18.6 16.37 14.42 12.67 10.88 9.07 7.33 5.69 4.17 2.8 1.6 0.6 0.0	19.17 17.85 15.63 14.0 14.32 14.46 13.89 13.13 12.16 10.98 9.6 8.01 6.31	1.625	0
23.0 21.75 20.76 20.03 19.56 19.34 19.29	11.0 8.98 6.9 4.81 2.75 0.82 0.0	16.16 16.61 16.71 16.48 15.48 12.1	0.75	0
35.0 34.94 34.94	1.0 0.02 0.0	7.82 5.62	0.25	0
46.0 42.64 39.57 36.81 34.36 32.21 30.32 28.67 27.25 26.06 25.09 24.33 23.77 23.4 23.21 23.16	28.0 25.77 23.36 20.84 18.36 16.09 14.1 12.27 10.43 8.64 6.92 5.31 3.72 2.2 0.78 0.0	17.82 19.31 20.13 19.82 18.19 15.94 14.67 14.76 14.34 13.72 12.91 12.68 12.2 11.33 9.56	1.875	0
44.0 43.61 43.42 43.38	4.0 2.28 0.71 0.0	13.76 12.58 9.24	0.375	0
37.0 34.89 33.03 31.4 29.99 28.81 27.85 27.1 26.54 26.15 25.92 25.82 25.8	18.0 15.82 13.93 12.15 10.33 8.54 6.83 5.22 3.74 2.42 1.28 0.34 0.0	17.48 15.13 14.27 14.53 14.31 13.68 12.86 11.83 10.59 9.14 7.51 5.77	1.5	0
43.0 41.96 41.11 40.46 40.02 39.77 39.68 39.67	9.0 7.56 6.01 4.34 2.71 1.27 0.1 0.0	11.5 12.39 13.33 13.02 11.55 9.36 6.42	0.875	0
39.0 37.85 36.9 36.16 35.61 35.24 35.04 34.98 34.98	10.0 8.41 6.77 5.15 3.62 2.22 1.0 0.02 0.0	12.73 13.11 12.95 12.26 11.21 9.74 7.83 5.62	1.0	0
22.0 20.63 19.53 18.71 18.17 17.89 17.82	12.0 9.87 7.67 5.45 3.25 1.18 0.0	17.05 17.57 17.74 17.6 16.54 13.46	0.75	0
48.0 44.88 42.02 39.45 37.17 35.16 33.39 31.84 30.51 29.41 28.52 27.83 27.33 27.0 26.82 26.76 26.76	26.0 23.98 21.75 19.39 17.09 15.04 13.3 11.52 9.71 7.95 6.27 4.7 3.27 2.01 0.94 0.07 0.0	16.16 17.84 18.86 18.43 16.41 13.9 14.2 14.47 14.12 13.43 12.53 11.43 10.12 8.6 6.93 5.19	2.0	0
50.0 49.18 48.49 47.93 47.52 47.3 47.24	7.0 6.05 5.06 3.92 2.59 1.01 0.0	7.57 7.9 9.11 10.66 12.62 13.02	0.75	0
38.0 37.94	1.0 0.0	8.38	0.125	0
31.0 28.06 25.48 23.23 21.27 19.58 18.17 17.06 16.24 15.72 15.48 15.42	25.0 22.0 19.26 16.79 14.63 12.41 10.09 7.72 5.34 2.98 0.88 0.0	23.96 21.93 19.75 17.28 17.77 18.59 18.95 19.04 18.9 16.76 13.79	1.375	0
20.0 18.64 17.57 16.79 16.3 16.09 16.05	12.0 9.72 7.39 5.05 2.73 0.69 0.0	18.27 18.65 18.74 18.57 16.33 13.24	0.75	0
47.0 44.86 42.92 41.17 39.6 38.22 37.04 36.07 35.3 34.73 34.34 34.11 34.02 34.01	18.0 16.28 14.68 13.3 11.81 10.25 8.63 6.96 5.34 3.82 2.42 1.19 0.19 0.0	13.76 12.82 11.05 11.89 12.51 12.99 13.35 12.93 12.17 11.19 9.81 8.03 5.96	1.625	0
39.0 36.53 34.35 32.44 30.76 29.31 28.09 27.09 26.3 25.7 25.28 25.02 24.9 24.87	21.0 18.54 16.28 14.3 12.5 10.67 8.87 7.14 5.51 4.01 2.65 1.47 0.49 0.0	19.69 18.09 15.87 14.37 14.62 14.41 13.82 13.03 12.04 10.84 9.42 7.81 6.29	1.625	0
45.0 42.63 40.52 38.64 36.97 35.5 34.25 33.21 32.38 31.75 31.3 31.02 30.88 30.84	20.0 17.93 15.9 14.17 12.56 10.89 9.17 7.43 5.78 4.25 2.87 1.64 0.6 0.0	16.58 16.26 13.81 12.85 13.37 13.75 13.93 13.18 12.22 11.05 9.84 8.34 6.56	1.625	0
24.0 21.42 19.17 17.22 15.58 14.26 13.26 12.58 12.2 12.08	22.0 19.24 16.76 14.37 11.86 9.28 6.72 4.2 1.88 0.0	22.06 19.81 19.1 20.1 20.61 20.52 20.19 18.53 16.14	1.125	0
31.0 27.58 24.55 21.9 19.58 17.57 15.86 14.47 13.4 12.65 12.2 12.03 12.01	29.0 25.79 22.65 19.83 17.29 14.93 12.44 9.87 7.29 4.75 2.38 0.29 0.0	25.71 25.08 22.58 20.3 18.91 19.94 20.58 20.62 20.35 18.97 16.76 13.83	1.5	0
42.0 41.35 40.91 40.67 40.59 40.59	6.0 4.36 2.69 1.21 0.02 0.0	13.11 13.36 11.85 9.5 6.27	0.625	0
47.0 44.01 41.29 38.86 36.71 34.82 33.15 31.7 30.48 29.48 28.69 28.09 27.67 27.41 27.29 27.26	25.0 22.91 20.65 18.28 16.1 14.2 12.46 10.68 8.88 7.15 5.52 4.01 2.65 1.47 0.49 0.0	16.69 18.1 18.95 17.46 15.16 13.91 14.25 14.41 13.82 13.03 12.04 10.84 9.42 7.81 6.11	1.875	0
44.0 41.51 39.3 37.34 35.61 34.09 32.79 31.7 30.83 30.16 29.68 29.36 29.19 29.14	21.0 18.8 16.61 14.7 13.04 11.32 9.56 7.8 6.13 4.57 3.15 1.9 0.83 0.0	17.6 17.52 15.3 13.26 13.72 14.06 14.07 13.36 12.45 11.33 9.99 8.53 6.86	1.625	0
38.0 36.0 34.23 32.68 31.35 30.24 29.35 28.66 28.16 27.83 27.64 27.58 27.58	17.0 14.98 13.28 11.53 9.74 7.97 6.29 4.72 3.29 2.02 0.94 0.07 0.0	16.13 13.62 14.03 14.33 14.13 13.44 12.54 11.45 10.14 8.61 6.96 5.21	1.5	0
30.0 28.62 27.46 26.52 25.78 25.24 24.87 24.65 24.57 24.56	12.0 10.16 8.38 6.68 5.08 3.61 2.3 1.15 0.15 0.0	14.71 14.26 13.62 12.77 11.73 10.46 9.2 7.97 6.15	1.125	0
30.0 29.93 29.92	1.0 0.1 0.0	7.22 5.4	0.25	0
22.0 21.37 20.98 20.82 20.79	6.0 4.08 2.2 0.44 0.0	15.4 15.04 14.08 10.39	0.5	0
34.0 33.23 32.65 32.25 32.01 31.91 31.89	7.0 5.38 3.89 2.53 1.33 0.33 0.0	12.96 11.95 10.89 9.61 7.98 6.08	0.75	0
42.0 38.66 35.64 32.95 30.58 28.51 26.7 25.13 23.79 22.68 21.81 21.18 20.8 20.64 20.62	28.0 25.49 22.84 20.17 17.69 15.45 13.52 11.65 9.82 7.92 5.97 4.03 2.13 0.38 0.0	20.1 21.18 21.33 19.8 17.93 15.48 14.92 14.64 15.23 15.57 15.54 15.19 14.03 10.36	1.75	0
40.0 37.88 36.01 34.36 32.92 31.71 30.72 29.93 29.34 28.93 28.68 28.56 28.53	18.0 15.88 14.06 12.36 10.61 8.82 7.1 5.47 3.97 2.62 1.45 0.47 0.0	16.94 14.55 13.62 14.01 14.29 13.8 13.01 12.01 10.8 9.39 7.85 6.13	1.5	0
22.0 19.3 16.94 14.91 13.2 11.83 10.8 10.1 9.71 9.59	23.0 20.14 17.54 14.99 12.33 9.6 6.88 4.31 1.94 0.0	22.89 20.78 20.38 21.29 21.85 21.74 20.58 18.92 16.65	1.125	0
36.0 33.65 31.59 29.78 28.21 26.87 25.75 24.85 24.15 23.65 23.34 23.21 23.19	20.0 17.58 15.39 13.51 11.67 9.84 8.07 6.38 4.78 3.21 1.72 0.36 0.0	19.34 17.51 15.07 14.74 14.64 14.16 13.48 12.77 12.53 11.93 10.91 8.32	1.5	0
24.0 23.71 23.59 23.57	3.0 1.59 0.32 0.0	11.27 10.2 7.82	0.375	0
47.0 45.57 44.28 43.15 42.19 41.42 40.86 40.5 40.33 40.29	12.0 10.94 9.73 8.39 6.93 5.36 3.66 2.07 0.71 0.0	8.46 9.68 10.71 11.65 12.59 13.62 12.72 10.92 8.28	1.125	0
24.0 22.25 20.76 19.54 18.6 17.94 17.55 17.42 17.41	15.0 13.02 10.89 8.68 6.43 4.19 1.98 0.11 0.0	15.81 17.0 17.68 17.97 17.95 17.64 14.93 11.54	1.0	0
20.0 16.83 14.06 11.65 9.59 7.9 6.59 5.65 5.05 4.76 4.69	27.0 23.69 20.7 17.89 15.01 12.03 8.99 6.11 3.49 1.15 0.0	26.47 23.93 22.5 23.0 23.87 24.35 23.05 20.92 18.75 16.29	1.25	0
50.0 48.55 47.21 45.99 44.91 44.0 43.27 42.73 42.4 42.26 42.24	12.0 11.19 10.3 9.22 7.99 6.62 5.11 3.46 1.79 0.39 0.0	6.49 7.11 8.61 9.85 10.96 12.04 13.22 13.35 11.23 7.86	1.25	0
23.0 21.87 21.0 20.38 20.01 19.87 19.86	10.0 8.01 5.98 3.95 1.97 0.21 0.0	15.93 16.24 16.21 15.85 14.06 10.43	0.75	0
32.0 31.82 31.76	2.0 0.88 0.0	8.94 7.18	0.25	0
20.0 19.5 19.26 19.2	5.0 2.93 0.96 0.0	16.58 15.75 12.43	0.375	0
45.0 43.58 42.32 41.23 40.33 39.63 39.14 38.84 38.71 38.68	12.0 10.77 9.42 7.97 6.42 4.76 3.14 1.68 0.45 0.0	9.82 10.78 11.62 12.43 13.29 12.97 11.7 9.82 7.27	1.125	0
46.0 43.01 40.3 37.89 35.76 33.89 32.25 30.83 29.63 28.65 27.88 27.31 26.91 26.67 26.56 26.54	25.0 22.83 20.5 18.1 15.92 14.03 12.27 10.47 8.68 6.96 5.34 3.85 2.51 1.35 0.4 0.0	17.37 18.61 19.2 17.44 15.1 14.1 14.4 14.35 13.74 12.93 11.92 10.69 9.25 7.62 5.91	1.875	0
23.0 21.38 20.02 18.94 18.14 17.62 17.37 17.31	14.0 11.93 9.75 7.51 5.25 3.01 0.96 0.0	16.54 17.45 17.91 18.04 17.88 16.36 13.25	0.875	0
33.0 29.44 26.28 23.5 21.07 18.95 17.13 15.61 14.41 13.53 12.96 12.68 12.61	30.0 26.92 23.68 20.76 18.13 15.78 13.38 10.87 8.32 5.8 3.35 1.14 0.0	24.64 25.91 23.38 21.05 18.8 19.19 20.07 20.36 20.18 19.61 17.69 15.0	1.5	0
21.0 17.71 14.83 12.32 10.16 8.37 6.95 5.9 5.21 4.84 4.73	28.0 24.57 21.5 18.68 15.83 12.88 9.84 6.88 4.19 1.77 0.0	27.45 24.53 22.58 22.81 23.59 24.29 23.66 21.5 19.37 17.03	1.25	0
31.0 28.54 26.39 24.51 22.88 21.5 20.38 19.53 18.95 18.63 18.54	21.0 18.4 16.05 14.01 12.09 10.04 7.91 5.75 3.6 1.5 0.0	20.79 18.81 16.36 15.37 16.44 17.04 17.27 17.18 16.77 13.76	1.25	0
21.0 20.86 20.84	2.0 0.29 0.0	13.7 9.99	0.25	0
49.0 46.96 45.08 43.35 41.78 40.39 39.18 38.17 37.36 36.75 36.33 36.09 36.0 35.99	17.0 15.72 14.43 13.21 11.86 10.41 8.88 7.3 5.65 4.06 2.59 1.29 0.22 0.0	10.23 10.33 9.77 10.82 11.61 12.21 12.67 13.23 12.73 11.79 10.4 8.54 6.27	1.625	0
42.0 41.48 41.17 41.04 41.02	5.0 3.29 1.71 0.38 0.0	13.7 12.66 10.6 7.54	0.5	0
50.0 48.55 47.21 45.99 44.91 44.0 43.27 42.73 42.4 42.26 42.24	12.0 11.19 10.3 9.22 7.99 6.62 5.11 3.46 1.79 0.39 0.0	6.49 7.11 8.61 9.85 10.96 12.04 13.22 13.35 11.23 7.86	1.25	0
25.0 23.13 21.51 20.16 19.08 18.28 17.76 17.51 17.45	16.0 13.96 11.9 9.73 7.5 5.25 3.02 0.98 0.0	16.32 16.44 17.36 17.82 17.96 17.8 16.34 13.23	1.0	0
20.0 19.14 18.55 18.23 18.14	8.0 5.81 3.63 1.52 0.0	17.53 17.45 16.9 13.95	0.5	0
42.0 39.88 38.0 36.33 34.87 33.62 32.59 31.77 31.15 30.71 30.43 30.29 30.25	18.0 15.94 14.18 12.55 10.86 9.12 7.38 5.74 4.22 2.84 1.62 0.59 0.0	16.5 14.08 13.06 13.54 13.9 13.91 13.15 12.19 11.03 9.74 8.25 6.49	1.5	0
45.0 42.02 39.33 36.93 34.82 32.96 31.33 29.93 28.76 27.8 27.05 26.49 26.11 25.88 25.78 25.76	25.0 22.75 20.37 17.97 15.79 13.9 12.11 10.29 8.5 6.79 5.19 3.71 2.39 1.25 0.32 0.0	17.97 19.07 19.22 17.46 15.1 14.28 14.54 14.3 13.67 12.84 11.81 10.56 9.1 7.46 5.72	1.875	0
28.0 25.89 24.05 22.46 21.12 20.05 19.25 18.72 18.45 18.38	18.0 15.69 13.7 11.74 9.65 7.5 5.33 3.18 1.14 0.0	18.46 15.91 15.71 16.69 17.21 17.37 17.22 16.3 13.16	1.125	0
